Name,ProductGroup,SKU,Barcode,MeasurementUnit,Cost,Markup,Price,Tax,IsTaxInclusivePrice,IsPriceChangeAllowed,IsUsingDefaultQuantity,IsService,IsEnabled,Description,Supplier,ReorderPoint,PreferredQuantity,LowStockWarning,WarningQuantity
Aptamil 2 (800g),Non-pharmaceuticals,,2211260212579,,204.28,39.8081,285.6,,0,0,1,0,1,Exp: 01/24,,0,0,1,3
Brown Rice (700g),Non-pharmaceuticals,,2211260214412,,17.85,40.056,25.0,,0,0,1,0,1,,,0,0,1,2
Cerelac 400g Fruit,Non-pharmaceuticals,,2211260219356,,38.5,40.2597,54.0,,0,0,1,0,1,Exp: 01/24,,0,0,1,3
Mist Mag Triscilicate,Pharmaceuticals,,2211260222271,,4.5,122.2222,10.0,,0,0,1,0,1,Exp: 12/24,,0,0,1,3
Milk of magnesia 360ml Starwinds,Pharmaceuticals,,2211260226279,,35.4,46.8927,52.0,,0,0,1,0,1,Exp: 08/25,,0,0,1,3
Letap - Milk of magnesia,Pharmaceuticals,,2211260229324,,10.71,40.056,15.0,,0,0,1,0,1,Exp: 08/24,,0,0,1,3
Polygel Susp 200ml(l/s),Pharmaceuticals,,2211260238500,,21.42,40.056,30.0,,0,0,1,0,1,05/25,,0,0,1,2
Pepto Bismol 473ml,Pharmaceuticals,,2211260243399,,146.42,40.0082,205.0,,0,0,1,0,1,Exp: 03/24,,0,0,1,2
Pepto Bismol 118ml,Pharmaceuticals,,2211260245263,,80,40,112.0,,0,0,1,0,1,Exp: 03/24,,0,0,1,3
Res-Q,Pharmaceuticals,,2211260248127,,16.4,49.3902,24.5,,0,0,1,0,1,Exp: 02/24,,0,0,1,2
Woodwards gripe water 150ml,Pharmaceuticals,,2211260530352,,63.45,44.9961,92.0,,0,0,1,0,1,Exp: 08/23,,0,0,1,3
Rolex 40mg/5ml,Pharmaceuticals,,2211260547534,,182.85,40.0055,256.0,,0,0,1,0,1,Exp: 09/23,,0,0,1,2
Morphine Sulphate,Pharmaceuticals,,2211260549163,,47.14,40.0085,66.0,,0,0,1,0,1,Exp: 05/23,,0,0,1,2
Proximexa Susp 250mg,Pharmaceuticals,,2211260550558,,78.92,40.0152,110.5,,0,0,1,0,1,Exp: 02/24,,0,0,1,3
Co-Amoxiclav (Vega) 457mg/5ml (70ml),Pharmaceuticals,,2211260559346,,28.57,40.007,40.0,,0,0,1,0,1,Exp: 08/25,,0,0,1,3
Fluxamox 250mg Susp,Pharmaceuticals,,2211260604497,,25.8,47.2868,38.0,,0,0,1,0,1,Exp: 07/24,,0,0,1,3
Aluminium Hydroxide 500mg,Pharmaceuticals,,2211260621210,,0.79,153.1646,2.0,,0,0,1,0,1,Exp: 03/25,,0,0,1,5
Gastone Charcoal,Pharmaceuticals,,2211271138134,,1.42,40.8451,2.0,,0,0,1,0,1,Exp: 11/24,,0,0,1,5
Fluconazole Susp.,Pharmaceuticals,,2211271146566,,20,40,28.0,,0,0,1,0,1,Exp: 07/23,,0,0,1,3
Xin-A,Pharmaceuticals,,2211271148270,,59.99,58.3597,95.0,,0,0,1,0,1,Exp: 01/24,,0,0,1,3
Cotrimoxazole Tab 240mg,Pharmaceuticals,,2211271156329,,2.1,40.0778,2.9416,,0,0,1,0,1,Exp: 03/25,,0,0,1,3
Amoxylex Susp 125mg,Pharmaceuticals,,2211271215385,,13.85,58.8448,22.0,,0,0,1,0,1,Exp: 12/24,,0,0,1,2
Paracetamol Syr,Pharmaceuticals,,2211271304539,,5,40,7.0,,0,0,1,0,1,Exp: 04/25,,0,0,1,3
Tinatett Malacare,Pharmaceuticals,,2211271342487,,17.5,40,24.5,,0,0,1,0,1,Exp: 11/23,,0,0,1,2
Tinatett Venecare,Pharmaceuticals,,2211271451387,,37.62,44.8698,54.5,,0,0,1,0,1,Exp: 02/24,,0,0,1,2
W&G Mixture 500ml,Pharmaceuticals,,2211271500061,,19.64,40.0204,27.5,,0,0,1,0,1,Exp: 11/24,,0,0,1,2
Baby Paralex,Pharmaceuticals,,2211271651534,,6.78,40.118,9.5,,0,0,1,0,1,Exp: 11/26,,0,0,1,2
ABC Ibuprofen Syr,Pharmaceuticals,,2211271659042,,13.99,50.1072,21.0,,0,0,1,0,1,Exp: 05/24,,0,0,1,2
Adom W&G Caps,Pharmaceuticals,,2211271731052,,25.7,40.0778,36.0,,0,0,1,0,1,Exp: 06/25,,0,0,1,2
Zipman Caps,Pharmaceuticals,,2211271733254,,17.14,40.0233,24.0,,0,0,1,0,1,Exp: 05/23,,0,0,1,2
Comfrey Adult Diaper,Non-pharmaceuticals,,2211271744281,,100,40,140.0,,0,0,1,0,1,Exp: 08/24,,0,0,1,2
Molfix Daiper Junior 4/10,Non-pharmaceuticals,,2211271750138,,15.71,40.0382,22.0,,0,0,1,0,1,Exp: 06/24,,0,0,1,3
Molfix Daiper Junior 3/12,Non-pharmaceuticals,,2211271751333,,15.71,40.0382,22.0,,0,0,1,0,1,Exp: 06/24,,0,0,1,3
Molfix Air Dry 2/15,Non-pharmaceuticals,,2211271752293,,15.71,40.0382,22.0,,0,0,1,0,1,Exp: 11/24,,0,0,1,3
Tampax Super ,Non-pharmaceuticals,,2211271756116,,48.5,40.2062,68.0,,0,0,1,0,1,Exp: 07/27,,0,0,1,2
Tampax Super Plus,Non-pharmaceuticals,,2211271758370,,50,40,70.0,,0,0,1,0,1,Exp: 06/26,,0,0,1,2
Always altra Pad,Non-pharmaceuticals,,2211271803223,,21,42.8571,30.0,,0,0,1,0,1,Exp: 09/26,,0,0,1,2
Princess Carrot Cream,Non-pharmaceuticals,,2211271804541,,11.07,40.0181,15.5,,0,0,1,0,1,Exp: 02/25,,0,0,1,2
Baby Girl Extra Soft Powder,Non-pharmaceuticals,,2211271815455,,8.57,40.0233,12.0,,0,0,1,0,1,Exp: 05/25,,0,0,1,2
Baby Boy Extra Soft Powder 400g,Non-pharmaceuticals,,2211271816544,,8.57,40.0233,12.0,,0,0,1,0,1,Exp: 04/25,,0,0,1,2
Cocoa Care Body Lotion 420ml,Non-pharmaceuticals,,2211271835408,,7.14,40.056,10.0,,0,0,1,0,1,Exp: 01/25,,0,0,1,2
Cocoa Care Body Lotion 265ml,Non-pharmaceuticals,,2211271836597,,6.07,40.0329,8.5,,0,0,1,0,1,Exp: 02/25,,0,0,1,2
Sebamed Mosturing Body Lotion,Non-pharmaceuticals,,2211271841454,,29.28,40.0273,41.0,,0,0,1,0,1,Exp: 10/23,,0,0,1,2
E45 Cream 50g,Non-pharmaceuticals,,2211271842598,,69.28,40.0115,97.0,,0,0,1,0,1,Exp: 04/23,,0,0,1,2
Girlfriend cocoa butter Lotion 250ml,Non-pharmaceuticals,,2211271848101,,28,46.4286,41.0,,0,0,1,0,1,Exp: 06/26,,0,0,1,2
Irish Spring shower gel 887ml,Non-pharmaceuticals,,2211271909000,,160,40.625,225.0,,0,0,1,0,1,Exp: 12/23,,0,0,1,2
Sebamed Bubble Bath 500ml,Non-pharmaceuticals,,2211271918040,,106,45.283,154.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,2
Sebamed Face & Body Wash,Non-pharmaceuticals,,2211271919009,,58.21,40.0103,81.5,,0,0,1,0,1,Exp: 06/23,,0,0,1,2
Speed Stick Fresh Deodorant,Non-pharmaceuticals,,2211271937577,,17.85,40.056,25.0,,0,0,1,0,1,,,0,0,1,2
Dial Professional Roll on,Non-pharmaceuticals,,2211271940553,,17.85,40.056,25.0,,0,0,1,0,1,,,0,0,1,2
Lavet feminine Hygiene Wash,Pharmaceuticals,,2211271956424,,36.3,46.0055,53.0,,0,0,1,0,1,Exp: 01/26,,0,0,1,2
Dettol Soap,Non-pharmaceuticals,,2211272003134,,10.7,68.2243,18.0,,0,0,1,0,1,Exp: 01/24,,0,0,1,2
Irish Spring Bar Soap 100g,Non-pharmaceuticals,,2211272004384,,11.4,40.3509,16.0,,0,0,1,0,1,Exp: 01/26,,0,0,1,1
Cedem Anti Acne Soap,Non-pharmaceuticals,,2211272006029,,32.14,40.0124,45.0,,0,0,1,0,1,Exp: 12/24,,0,0,1,2
Sebamed Cleansing Bar Soap,Non-pharmaceuticals,,2211272009204,,25.35,40.0394,35.5,,0,0,1,0,1,Exp: 02/24,,0,0,1,2
Fantone Mosturizing Soap,Non-pharmaceuticals,,2211272019135,,4.28,40.1869,6.0,,0,0,1,0,1,Exp: 08/24,,0,0,1,2
Tetmosol Baby Soap,Non-pharmaceuticals,,2211272020360,,7.1,40.8451,10.0,,0,0,1,0,1,Exp: 03/24,,0,0,1,2
Tetmosol Medicated Soap s/s,Non-pharmaceuticals,,2211280758330,,7.89,52.0913,12.0,,0,0,1,0,1,Exp: 08/25,,0,0,1,2
Ekuro Bewu l/s,Non-pharmaceuticals,,2211280811233,,5.83,45.7976,8.5,,0,0,1,0,1,Exp: 02/24,,0,0,1,2
Magnesium Sulphate 50g,Non-pharmaceuticals,,2211280812254,,45,40,63.0,,0,0,1,0,1,Exp: 02/25,,0,0,1,1
Whitefield Oint,Non-pharmaceuticals,,2211280816580,,7.85,46.4968,11.5,,0,0,1,0,1,Exp: 11/23,,0,0,1,2
Stay Young Face & Body Cream L/s,Non-pharmaceuticals,,2211280834522,,22.5,40,31.5,,0,0,1,0,1,Exp: 06/25,,0,0,1,2
Harpic Disinfectant,Non-pharmaceuticals,,2211280841544,,25,46,36.5,,0,0,1,0,1,,,0,0,1,1
Zoflora Disinfectant,Non-pharmaceuticals,,2211280843258,,28.5,40.3509,40.0,,0,0,1,0,1,,,0,0,1,2
Ekuro Bewu s/s,Non-pharmaceuticals,,2211280911285,,3.57,40.056,5.0,,0,0,1,0,1,Exp: 02/24,,0,0,1,2
Duke Yazz Tooth Brush,Non-pharmaceuticals,,2211280923455,,2.85,75.4386,5.0,,0,0,1,0,1,,,0,0,1,2
VIP Alive Child Toothbrush,Non-pharmaceuticals,,2211280925077,,2.85,40.3509,4.0,,0,0,1,0,1,Exp: 12/27,,0,0,1,2
Perfect Doctor Toothbrush,Non-pharmaceuticals,,2211280926241,,2.85,40.3509,4.0,,0,0,1,0,1,,,0,0,1,2
Smoker Extra Hard Tbrush,Non-pharmaceuticals,,2211280933591,,3,66.6667,5.0,,0,0,1,0,1,,,0,0,1,2
Jidoo  Tbrush,Non-pharmaceuticals,,2211280937100,,4.64,40.0862,6.5,,0,0,1,0,1,,,0,0,1,2
Gooral Tbrush,Non-pharmaceuticals,,2211280938305,,5.71,40.1051,8.0,,0,0,1,0,1,,,0,0,1,2
Colgate Extra Soft Kids Brush,Non-pharmaceuticals,,2211280943224,,6.7,49.2537,10.0,,0,0,1,0,1,,,0,0,1,2
Tete Rotative Tbrush for kids,Non-pharmaceuticals,,2211280944320,,28.57,40.007,40.0,,0,0,1,0,1,,,0,0,1,2
Zanto med toothpick,Non-pharmaceuticals,,2211280946232,,7.14,40.056,10.0,,0,0,1,0,1,,,0,0,1,2
Colgate Triple Action Tpaste,Non-pharmaceuticals,,2211280947550,,16,50,24.0,,0,0,1,0,1,Exp: 11/24,,0,0,1,2
Colgate Maximum Cavity Protection Tpaste,Non-pharmaceuticals,,2211280948526,,14.2,40.8451,20.0,,0,0,1,0,1,Exp: 03/25,,0,0,1,2
Colgate Natural lemon Extracts Tpaste,Non-pharmaceuticals,,2211280951052,,33.3,45.6456,48.5,,0,0,1,0,1,Exp: 03/24,,0,0,1,2
Colgate Double Fruit Flavor,Non-pharmaceuticals,,2211280954084,,8.57,40.0233,12.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,2
Kel Kids Tpaste,Non-pharmaceuticals,,2211280956323,,10,41,14.1,,0,0,1,0,1,Exp: 10/24,,0,0,1,2
Kojach Charcoal Tpaste,Non-pharmaceuticals,,2211280959430,,5.71,40.1051,8.0,,0,0,1,0,1,Exp: 08/26,,0,0,1,2
Colgate Charcoal Gentle Clean Tpaste,Non-pharmaceuticals,,2211281002104,,17.5,40,24.5,,0,0,1,0,1,Exp: 05/25,,0,0,1,2
Sensodyne Original Tpaste,Non-pharmaceuticals,,2211281005167,,29.64,40.0135,41.5,,0,0,1,0,1,Exp: 02/25,,0,0,1,2
Hydrogen Peroxide ECL,Non-pharmaceuticals,,2211281007130,,9.8,53.0612,15.0,,0,0,1,0,1,Exp: 03/25,,0,0,1,2
Dr Mighty Bluebell Mouth Wash,Non-pharmaceuticals,,2211281012011,,10.35,40.0966,14.5,,0,0,1,0,1,Exp: 04/24,,0,0,1,2
Kojach-F Mouth Wash,Non-pharmaceuticals,,2211281018037,,17.14,40.0233,24.0,,0,0,1,0,1,Exp: 10/26,,0,0,1,2
Kojach-P Mouth Wash,Non-pharmaceuticals,,2211281019379,,18.92,40.0634,26.5,,0,0,1,0,1,Exp: 10/26,,0,0,1,2
Listerine  Mouth wash 250ml,Pharmaceuticals,,2211281021204,,45,45.5556,65.5,,0,0,1,0,1,,,10,15,1,5
Listerine Mouth wash 500ml,Pharmaceuticals,,2211281023093,,65,46.1538,95.0,,0,0,1,0,1,,,0,0,1,2
One Touch Ultra Strips,Non-pharmaceuticals,,2211281028395,,5.35,68.2243,9.0,,0,0,1,0,1,Exp: 07/23,,0,0,1,2
Test Strip - On Call Plus CODE FREE,Non-pharmaceuticals,,2211281031197,,2.85,40.3509,4.0,,0,0,1,0,1,Exp: 05/24,,0,0,1,2
Test Strip - On Call Extra,Non-pharmaceuticals,,2211281032569,,2.7,48.1481,4.0,,0,0,1,0,1,Exp: 02/24,,0,0,1,2
Blood Glucose Test Strip - Accu-Check Active,Non-pharmaceuticals,,2211281035386,,2.85,40.3509,4.0,,0,0,1,0,1,Exp: 05/23,,0,0,1,2
One Touch Select Plus Machine,Non-pharmaceuticals,,2211281036475,,514.28,40.0016,720.0,,0,0,1,0,1,Exp: 05/23,,0,0,1,1
Accu-Check Active Machine,Non-pharmaceuticals,,2211281038004,,246.42,40.0049,345.0,,0,0,1,0,1,Exp: 01/23,,0,0,1,1
On Call Plus Code Free Glucometer,Non-pharmaceuticals,,2211281038578,,120,50,180.0,,0,0,1,0,1,Exp: 02/24,,0,0,1,1
 Bottle water 500ml,Non-pharmaceuticals,,2211291642093,,1.6,87.5,3.0,,0,0,1,0,1,EXP 2/24,,0,0,1,1
Exetomolol Eye Drop,Pharmaceuticals,,2211301808150,,8.57,40.0233,12.0,,0,0,1,0,1,Exp: 10/24,,0,0,1,1
Epifenac Eye Drop 5ml,Pharmaceuticals,,2211301814274,,29.9,47.1572,44.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,3
Apple Juice Tropicana s/s,Non-pharmaceuticals,,2212140946249,,10.71,40.056,15.0,,0,0,1,0,1,Exp: 06/23,,0,0,1,1
All Natural snapple Drink,Non-pharmaceuticals,,2212140948274,,12.85,40.0778,18.0,,0,0,1,0,1,Exp: 06/23,,0,0,1,1
Cold Syrup-C Paracetamol,Pharmaceuticals,,2212141100398,,9.28,40.0862,13.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
Calcough Infant Syr,Pharmaceuticals,,2212141112292,,71.4,26.0504,90.0,,0,0,1,0,1,Exp: 12/24,,0,0,1,1
Irovite Oral Drops,Pharmaceuticals,,2212141115453,,70,50,105.0,,0,0,1,0,1,Exp: 08/24,,0,0,1,1
Zubes Children Cough Syr,Pharmaceuticals,,2212141257597,,21.23,50.7301,32.0,,0,0,1,0,1,Exp: 07/25,,0,0,1,1
Zipferon Forte Syr,Pharmaceuticals,,2212141336315,,10.35,44.9275,15.0,,0,0,1,0,1,Exp: 10/24,,0,0,1,1
Cyprodine Syr,Pharmaceuticals,,2212141341296,,110,45.4545,160.0,,0,0,1,0,1,Exp: 03/25,,0,0,1,1
Covonia Night Time Formula,Pharmaceuticals,,2212141413290,,55,40,77.0,,0,0,1,0,1,Exp: 09/23,,0,0,1,1
Beehive Balsam 200ml,Pharmaceuticals,,2212141431287,,37.14,40.0108,52.0,,0,0,1,0,1,Exp: 03/27,,0,0,1,1
Simple Linctus Cough Syrup Adult,Pharmaceuticals,,2212141436053,,12.1,48.7603,18.0,,0,0,1,0,1,Exp: 08/25,,0,0,1,1
Vitaking Multivitamin Caps,Pharmaceuticals,,2212141454019,,40,45,58.0,,0,0,1,0,1,Exp: 11/23,,0,0,1,1
Abyvita Caps,Pharmaceuticals,,2212141500518,,6,50,9.0,,0,0,1,0,1,Exp: 03/24,,0,0,1,1
Becoaction Tab,Pharmaceuticals,,2212141511187,,20.8,46.6346,30.5,,0,0,1,0,1,,,0,0,1,1
Polyfer Caps,Pharmaceuticals,,2212141513037,,7.15,67.8322,12.0,,0,0,1,0,1,Exp: 07/24,,0,0,1,1
Ascoron Caps,Pharmaceuticals,,2212141517547,,7.14,40.056,10.0,,0,0,1,0,1,Exp: 03/23,,0,0,1,1
Congestyl Tab,Pharmaceuticals,,2212141528321,,13.2,51.5152,20.0,,0,0,1,0,1,,,0,0,1,1
Sudafed  Congestion ,Pharmaceuticals,,2212141530089,,5.6,42.8571,8.0,,0,0,1,0,1,Exp: 03/25,,0,0,1,1
Benadryl Tab,Pharmaceuticals,,2212141549319,,9.25,40.5405,13.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,1
Loratadine 10mg Tab,Pharmaceuticals,,2212141556300,,0.6,150,1.5,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
Piriton  4mg Tab,Pharmaceuticals,,2212141605114,,3.29,51.9757,5.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,1
Piriton Syrup,Pharmaceuticals,,2212141611559,,102.3,41.74,145.0,,0,0,1,0,1,Exp: 08/24,,0,0,1,1
Aerius Solution,Pharmaceuticals,,2212141612440,,65.71,40.0091,92.0,,0,0,1,0,1,Exp: 09/23,,0,0,1,1
Aerius Tabs,Pharmaceuticals,,2212141613294,,6.78,40.118,9.5,,0,0,1,0,1,Exp: 10/23,,0,0,1,1
Insulin Mixtard Flex Pen 30ml,Pharmaceuticals,,2212141623156,,70,45,101.5,,0,0,1,0,1,Exp: 03/24,,0,0,1,1
Anti Rabbies Vaccine,Pharmaceuticals,,2212141624382,,157.14,40.0025,220.0,,0,0,1,0,1,Exp: 11/24,,0,0,1,1
Fluphinazine Deconoate Inj USP,Pharmaceuticals,,2212141627512,,25,40,35.0,,0,0,1,0,1,Exp: 01/24,,0,0,1,1
Microgynon,Pharmaceuticals,,2212141628571,,9.5,57.8947,15.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
Zoladex 10.8mg,Pharmaceuticals,,2302212118220,,1500,40,2100.0,,0,0,1,0,1,Exp: 06/24,,0,0,1,1
Primolut Depot,Pharmaceuticals,,2212161906482,,50,40,70.0,,0,0,1,0,1,Exp: 07/23,,0,0,1,1
Lidocaine Inj,Pharmaceuticals,,2212161910397,,10.71,40.056,15.0,,0,0,1,0,1,Exp: 07/23,,0,0,1,1
Kenalog 40mg Inj,Pharmaceuticals,,2212161918003,,88.25,45.0425,128.0,,0,0,1,0,1,Exp: 10/24,,0,0,1,1
Flucoceling Inj,Pharmaceuticals,,2212161926497,,5.71,40.1051,8.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
Paracetamol Inj IV Local,Pharmaceuticals,,2212161936113,,15,40,21.0,,0,0,1,0,1,Exp: 10/23,,0,0,1,1
Canula,Pharmaceuticals,,2212161937479,,2.14,133.6449,5.0,,0,0,1,0,1,Exp: 10/25,,0,0,1,1
Haem up Inj,Pharmaceuticals,,2212161939152,,26.07,40.0077,36.5,,0,0,1,0,1,Exp: 09/23,,0,0,1,1
Km Clav 1.2g,Pharmaceuticals,,2212161941155,,18.26,64.2935,30.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
Km Clav 600mg,Pharmaceuticals,,2212161943418,,9.28,40.0862,13.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
Omeprazole Inj 40mg,Pharmaceuticals,,2212161946310,,10.71,40.056,15.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
Hydrocortisone Inj 100mg,Pharmaceuticals,,2212162004408,,7.8,92.3077,15.0,,0,0,1,0,1,Exp: 11/23,,0,0,1,1
Water for Inj,Pharmaceuticals,,2212162012403,,1.07,40.1869,1.5,,0,0,1,0,1,Exp: 03/23,,0,0,1,1
Cefuroxime 750mg Inj,Pharmaceuticals,,2212162014049,,9,66.6667,15.0,,0,0,1,0,1,Exp: 03/23,,0,0,1,1
Artesunat inj 120mg,Pharmaceuticals,,2212162020132,,20,40,28.0,,0,0,1,0,1,Exp: 04/25,,0,0,1,1
Kamtsen 60mg,Pharmaceuticals,,2212162024253,,14.28,40.056,20.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
Kamtsen 120mg,Pharmaceuticals,,2212162025496,,20,40,28.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
Disposable Syringe 10 ml,Pharmaceuticals,,2212162028206,,0.65,207.6923,2.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,1
Benzathine 240mg,Pharmaceuticals,,2212162029586,,12.14,105.9308,25.0,,0,0,1,0,1,Exp: 03/24,,0,0,1,1
Crestelline Penicillin Inj,Pharmaceuticals,,2212162032425,,6.42,40.1869,9.0,,0,0,1,0,1,Exp: 07/23,,0,0,1,1
Dicloxena 75mg,Pharmaceuticals,,2212162036416,,2.85,40.3509,4.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
NS 500ml,Pharmaceuticals,,2212162053451,,6.42,40.1869,9.0,,0,0,1,0,1,Exp: 03/25,,0,0,1,1
DS 500ml,Pharmaceuticals,,2212162056568,,6.42,40.1869,9.0,,0,0,1,0,1,Exp: 07/24,,0,0,1,1
D10 500ml,Pharmaceuticals,,2212162058111,,7.14,40.056,10.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
RL 500mg,Pharmaceuticals,,2212162100148,,6.42,40.1869,9.0,,0,0,1,0,1,Exp: 02/25,,0,0,1,1
Mannitol 20% 500ml,Pharmaceuticals,,2212162103361,,14.28,40.056,20.0,,0,0,1,0,1,Exp: 07/25,,0,0,1,1
Duromine 30mg/tab,Pharmaceuticals,,2212162120535,,26,46.1538,38.0,,0,0,1,0,1,Exp: 07/24,,0,0,1,1
Man Up,Pharmaceuticals,,2212162122591,,280,46.4286,410.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,1
Wellwoman 70+,Pharmaceuticals,,2212162127404,,160.4,46.5087,235.0,,0,0,1,0,1,Exp: 02/24,,0,0,1,1
Wellteen Her,Pharmaceuticals,,2212162129422,,69.64,40.0057,97.5,,0,0,1,0,1,Exp: 05/23,,0,0,1,1
Wellteen Him,Pharmaceuticals,,2212162130343,,69.64,40.0057,97.5,,0,0,1,0,1,Exp: 05/23,,0,0,1,1
Pregnacare Max,Pharmaceuticals,,2212162147051,,249.24,46.4452,365.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
Pregnacare Plus,Pharmaceuticals,,2212162148157,,195.84,83.8235,360.0,,0,0,1,0,1,Exp: 02/24,,0,0,1,1
Pregnacare Original,Pharmaceuticals,,2212162158118,,143,43.3566,205.0,,0,0,1,0,1,Exp: 02/24,,0,0,1,1
Perfectil Skin strp,Pharmaceuticals,,2212162159047,,125,60,200.0,,0,0,1,0,0,Exp: 05/24,,0,0,1,1
Perfectil Original,Pharmaceuticals,,2212162201371,,148.12,45.1526,215.0,,0,0,1,0,1,Exp: 01/24,,0,0,1,1
Oligo Care,Pharmaceuticals,,2212162206178,,72.14,40.0055,101.0,,0,0,1,0,1,Exp: 09/23,,0,0,1,1
Pregnacare Conception,Pharmaceuticals,,2212162207236,,143.73,46.1073,210.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,1
Prowoman 50+ Caps,Pharmaceuticals,,2212162208493,,103,45.6311,150.0,,0,0,1,0,1,Exp: 09/24,,0,0,1,1
Healthy Woman Caps,Pharmaceuticals,,2212162211004,,42.85,40.0233,60.0,,0,0,1,0,1,Exp: 10/23,,0,0,1,1
"Healthy Link Hair, Nails and Skin",Pharmaceuticals,,2212162212087,,43.57,40.0046,61.0,,0,0,1,0,1,Exp: 04/24,,0,0,1,1
Healthy Man Caps,Pharmaceuticals,,2212162212551,,41.07,40.0049,57.5,,0,0,1,0,1,Exp: 10/23,,0,0,1,1
Femister Caps,Pharmaceuticals,,2212162213565,,72,41.6667,102.0,,0,0,1,0,1,Exp: 03/24,,0,0,1,1
Heptovit Caps,Pharmaceuticals,,2212162217402,,82.85,40.0121,116.0,,0,0,1,0,1,Exp: 12/23,,0,0,1,1
Cardiopat Caps,Pharmaceuticals,,2212162218430,,53.57,40.0037,75.0,,0,0,1,0,1,Exp: 07/23,,0,0,1,1
Visionace Plus,Pharmaceuticals,,2212162220358,,249.8,46.1169,365.0,,0,0,1,0,1,Exp: 01/23,,0,0,1,1
iicare,Pharmaceuticals,,2212162224271,,95,45.2632,138.0,,0,0,1,0,1,Exp: 03/24,,0,0,1,1
Acnotin 10mg Caps,Pharmaceuticals,,2212162254346,,136.07,40.0015,190.5,,0,0,1,0,1,Exp: 06/24,,0,0,1,1
Clindamycin Lotion 30ml,Pharmaceuticals,,2212162351199,,94.28,40.0085,132.0,,0,0,1,0,1,,,0,0,1,1
Scheriproct N Cream,Pharmaceuticals,,2212162354015,,96.42,40.0124,135.0,,0,0,1,0,1,Exp: 11/24,,0,0,1,1
Preparation H Ointment,Pharmaceuticals,,2212170005008,,37.85,40.0264,53.0,,0,0,1,0,1,Exp: 02/25,,0,0,1,1
Preparation H Clear Gel,Pharmaceuticals,,2212170006371,,37.85,45.3104,55.0,,0,0,1,0,1,Exp: 02/25,,0,0,1,1
Lidocaine Gel 2%,Pharmaceuticals,,2212170008016,,37.14,40.0108,52.0,,0,0,1,0,1,Exp: 06/24,,0,0,1,1
Lipsore Cream (Acyclovir),Pharmaceuticals,,2212170009464,,39.92,45.2906,58.0,,0,0,1,0,1,Exp: 01/25,,0,0,1,1
Eskysol 30g,Pharmaceuticals,,2212170015175,,10.69,40.3181,15.0,,0,0,1,0,1,Exp: 08/24,,0,0,1,1
Clotrimazole 1% (KM Zole),Pharmaceuticals,,2212170032271,,6.78,40.118,9.5,,0,0,1,0,1,Exp: 03/25,,0,0,1,1
Clotrimazole 2% (KM Zole),Pharmaceuticals,,2212170033292,,8.57,40.0233,12.0,,0,0,1,0,1,Exp: 03/25,,0,0,1,1
Casodex 50mg,Pharmaceuticals,,2212171920294,,532.14,40.0008,745.0,,0,0,1,0,1,Exp: 08/26,,0,0,1,1
Amitriptyline 25mg Tab,Pharmaceuticals,,2212171925060,,0.5,100,1.0,,0,0,1,0,1,Exp: 03/24,,0,0,1,1
Levothyroxine Tab 100mcg UK,Pharmaceuticals,,2212171928009,,17.1,40.3509,24.0,,0,0,1,0,1,Exp: 10/23,,0,0,1,1
Levothyroxine Tab 50mcg UK,Pharmaceuticals,,2212171929396,,26.17,45.2044,38.0,,0,0,1,0,1,Exp: 10/23,,0,0,1,1
Keppra Tab 250mg (Levetirasetam),Pharmaceuticals,,2212171933317,,3.05,63.9344,5.0,,0,0,1,0,1,Exp: 10/23,,0,0,1,1
Keppra Tab 500mg (Levetirasetam),Pharmaceuticals,,2212171935373,,5.3,50.9434,8.0,,0,0,1,0,1,Exp: 07/25,,0,0,1,1
Keppra Susp 100mg (Levetirasetam),Pharmaceuticals,,2212171936479,,73.92,40.0162,103.5,,0,0,1,0,1,Exp: 03/25,,0,0,1,1
Moseqor Syr,Pharmaceuticals,,2212171941251,,72.85,45.5045,106.0,,0,0,1,0,1,Exp: 07/24,,0,0,1,1
Sirdalud 2mg,Pharmaceuticals,,2212171957474,,2.95,52.5424,4.5,,0,0,1,0,1,Exp: 02/23,,0,0,1,1
Pre-Meco Cap,Pharmaceuticals,,2212172001329,,2.56,56.25,4.0,,1,1,1,0,1,Exp: 08/23,,0,0,1,1
